title,description,year,type,rate_start,votes,status,followers,episodes,genders,url_anime,image
Naruto,"Naruto, un aprendiz de ninja de la Aldea Oculta de Konoha es un chico travieso que desea llegar a ser el Hokage de la aldea para demostrar a todos lo que vale. Lo que descubre al inicio de la historia es que la gente le mira con desconfianza porque en su interior está encerrado el demonio Kyubi que una vez destruyó la aldea, y que el anterior líder de la misma tuvo que encerrar en su cuerpo siendo aún muy pequeño, a coste de su vida. Aunque sus compañeros no saben esto, tampoco le aprecian porque es mal estudiante y siempre está haciendo bromas. Sin embargo, la forma de actuar y la determinación de Naruto demuestran a los demás que puede llegar muy lejos, y el recelo de los otros chicos se va disipando. Naruto y sus compañeros Sakura y Sasuke, junto a su maestro Kakashi tendrán que enfrentarse a una serie de combates y misiones a lo largo de la historia que les permitirán mejorar y crecer. Naruto se vera enfrentado a sus principales enemigos Akatsuki, Itachi y Kisame.",2002,Anime,4.6,6083,Finalizado,43693,220,"Acción,Artes Marciales,Comedia,Shounen,Superpoderes,",https://www3.animeflv.net/anime/naruto,https://www3.animeflv.net/uploads/animes/covers/2.jpg
Spiral: Suiri no Kizuna,"Ayumu es un chico que vive bajo la sombra de su hermano mayor, un renombrado detective y pianista.
Un día, su hermano desaparece repentinamente, dejando como último mensaje que ha descubierto el secreto de los llamados Blade Children. A partir de ese suceso, Ayumu, junto a otra chica, Kiyono, irán conociendo a varios Blade Children, que tienen muchos secretos que desvelar. El primero de ellos es que Ayumu tendrá que protegerlos de los ""cazadores"".",2002,Anime,4.2,37,Finalizado,228,25,"Drama,Misterio,Shounen,",https://www3.animeflv.net/anime/spiral-suiri-no-kizuna,https://www3.animeflv.net/uploads/animes/covers/2037.jpg
Ghost in the Shell: Stand Alone Complex,"La serie tiene lugar en el Japón del año 2029, tras el alza de este país como imperio económico debido al ""milagro japonés"" (reciclaje de residuos nucleares). La historia gira en torno a la organización de fuerzas especiales Sección 9, y en particular en torno a su segunda de abordo tras Daisuke Aramaki, la Mayor Motoko Kusanagi.",2002,Anime,4.5,202,Finalizado,2713,27,"Acción,Ciencia Ficción,Mecha,Militar,Policía,Seinen,",https://www3.animeflv.net/anime/ghost-in-the-shell-stand-alone-complex,https://www3.animeflv.net/uploads/animes/covers/292.jpg
Mahoromatic 2,"La historia continúa desde donde se quedó en la primera temporada. Mahoro vuelve a una apacible vida otra vez como sirvienta en la casa de Suguru después de acabar su lucha con Ryuga. Ryuga, por otra parte, comienza a pensar ""Quiero vivir como un hombre normal"" y continúa como profesor de ciencias, a pesar de que Slash todavia no puede confiar del todo en el. ",2002,Anime,4.6,34,Finalizado,309,14,"Ciencia Ficción,Comedia,Drama,Ecchi,Militar,Romance,",https://www3.animeflv.net/anime/mahoromatic-2,https://www3.animeflv.net/uploads/animes/covers/2059.jpg
Megaman Upon a Star,"En estas 3 Ovas, Rockman, sus amigos e incluso el Dr. Wily saldrán del juego para darse un paseíto por Japón mostrándonos varias de las costumbres de por allí, todo eso mientras Rockman y Wily se pelean como siempre hicieron desde la NES.
¿Podrá Rockman evitar que el Dr. Wily convierta Japón en su nueva base robótica?
",2002,OVA,4.3,31,Finalizado,133,3,"Acción,Aventuras,Ciencia Ficción,",https://www3.animeflv.net/anime/megaman-upon-a-star,https://www3.animeflv.net/uploads/animes/covers/680.jpg
Overman King Gainer,"Hace mucho, mucho tiempo, un gran cataclismo medioambiental azoto la Tierra y trajo consigo una brutal despoblación. Debido a dicha catastrofe, las personas se vieron obligadas a vivir en los territorios de Siberia confinadas en ciudades cúpula llamadas Domópolis. Los habitantes de las Domópolis llevan una vida subyugada bajo el poder de los nobles que controlan las Domós, el comercio y cobran altos impuestos. Con el paso del tiempo, algunas zonas del mundo se han vuelto habitables de nuevo, lo que ha llevado a los pobladores de las Domós a intentar romper con las ataduras que les unen a dichos lugares, e intentar cambiar sus vidas uniendose a un movimiento llamado “Exodus” con el fin de llegar a la tierra prometida de Yapan.Nuestra historia comienza en la Domópolis siberiana de Wulgusk. Un chico llamado Gainer Sanga es arrestado por la Ferroviaria Siberiana bajo cargos equivocados. Su vida cambiara por completo después de su encuentro en la carcel con un hombre llamado Gain Bijou. ",2002,Anime,4.2,30,Finalizado,194,26,"Acción,Aventuras,Ciencia Ficción,Mecha,Shounen,",https://www3.animeflv.net/anime/overman-king-gainer,https://www3.animeflv.net/uploads/animes/covers/2347.jpg
Demon Lord Dante,"Un joven llamado Ryo Utsugi sufre de hace tiempo una pesadilla: sueña que es un demonio que está en el Himalaya, y que mataba gente en la prehistoria. Él pertenece a un equipo de alpinismo, y en sus sueños ve unos asesinatos en serie, chicas jóvenes que les están arrancando el corazón. Ryou sufre un accidente de moto, pero se salva milagrosamente. Tras el accidente deja de sufrir las pesadillas, pero escucha y ve a las chicas que les arrancan el corazón pidiendo ayuda.
",2002,Anime,4.2,64,Finalizado,276,13,"Acción,Demonios,Shounen,Sobrenatural,Terror,",https://www3.animeflv.net/anime/demon-lord-dante,https://www3.animeflv.net/uploads/animes/covers/665.jpg
Sentou Yousei Yukikaze,"Hace 33 años, una fuerza alienígena conocida como ""JAM"" invadió la tierra a través de un portal dimensional situado en la Antártida. Las fuerzas terrestres lograron hacer retroceder a JAM por el portal hacia su planeta natal al que se designó con el nombre de ""Fairy"". Mientras la mayoría de la población terrestre ignora la presencia de JAM, la guerra continúa en Fairy.
Observaremos como se desarrolla la vida de Rei Fukai, un piloto de las FAE (Fuerzas Aéreas Especiales) al que se asigna como piloto del ""Yukikaze"", un avanzado jet fighter de reconocimiento equipado con una I.A. semi-inteligente que detecta la presencia de los JAM.",2002,OVA,4.5,19,Finalizado,137,5,"Acción,Ciencia Ficción,Drama,Espacial,Militar,Psicológico,",https://www3.animeflv.net/anime/sentou-yousei-yukikaze,https://www3.animeflv.net/uploads/animes/covers/1955.jpg
Nurse Witch Komugi-chan Magikarte,"Komugi, la popular enfermera de Soul Taker esta vez desempeña el papel principal en su propio anime. Es un anime mágico de comedia para chicas
La historia comienza cuando un destructivo virus, ANGU, de otra dimensión escapa y se dirige hacia la tierra. La diosa preocupada pide Mugimaru, aprendiz del protector animal, que vaya a capturar el virus.
Un día, en la Tierra, Nakahara Komugi está trabajando como siempre. De repente, Mugimaru se hiere a causa del ataque del virus, y cae cerca de Nakahara. Nakahara (quién lleva el traje de la enfermera) atiende su herida. Mugimaru se emociona e impresiona por que Nakahara atienda sus heridas, así que él decide darle un bastón de mando mágico y le explica su misión a partir de ahora. ",2002,OVA,3.9,14,Finalizado,119,6,"Comedia,Magia,Parodia,",https://www3.animeflv.net/anime/nurse-witch-komugi-chan-magikarte,https://www3.animeflv.net/uploads/animes/covers/2186.jpg
Princess Tutu,"Antes de empezar la serie nos enteramos que hace tiempo existió un escritor de cuentos el cual murió antes de terminar su historia, trataba sobre una lucha entre un príncipe valiente y un rey malvado, el rey Cuervo. A la muerte del escritor los personajes de la narración quedaron atrapados en una lucha eterna, de la cual el rey Cuervo huyó, pero el príncipe valiente sacrifico su corazón para poder impedir que el Rey saliera del cuento. y Ahiru con la ayuda de fakir podran cambiar la historia....... ",2002,Anime,4.7,178,Finalizado,940,26,"Comedia,Fantasía,Magia,Romance,",https://www3.animeflv.net/anime/princess-tutu,https://www3.animeflv.net/uploads/animes/covers/1529.jpg
Ultra Maniac OVA,"Ayu es una de las estudiantes más responsables de su escuela. Es simpática, estudiosa, deportista y capaz de hacerse amiga de todo el mundo. Su homólogo masculino es Kaji-kun: cálido, feliz, amistoso y miembro del club de béisbol.
Un día, Ayu ve una estudiante nueva, Nina, llorando y buscando algo. Después de que Ayu la ayude en la búsqueda, Nina decide mostrarle su gratitud de la mejor forma que conoce, ¡a través de la magia! ¡Nina resulta ser a una estudiante del Reino Mágico que se encuentra en esos momentos en escuela de Ayu!",2002,OVA,4.3,20,Finalizado,88,1,"Comedia,Escolares,Magia,Romance,",https://www3.animeflv.net/anime/ultra-maniac-ova,https://www3.animeflv.net/uploads/animes/covers/1823.jpg
Futari Ecchi,"Yura y Makoto Onoda son unos felices recién casados, pero ninguno de ellos tiene experiencia sexual. Desesperadamente dispuestos a mejorar su vida sexual, buscan la ayuda de sus familiares, amigos y ""los medios de comunicación"". Si bien su conocimiento sexual es cada vez mayor, los momentos embarazosos son muy frecuentes para la joven inocente.",2002,Anime,3.9,381,Finalizado,2512,4,"Comedia,Ecchi,Recuentos de la vida,Romance,Seinen,",https://www3.animeflv.net/anime/futari-ecchi,https://www3.animeflv.net/uploads/animes/covers/121.jpg
Neko no Ongaeshi,"Una vez más, el Studio Ghibli nos deslumbra con una nueva aventura que te llevará a un mundo diferente... y peludo: ""The Cat Returns"". Conozcan a Haru, una escolar que no ha sabido cómo lidiar con su vida actual, llena de indecisiones y cuestionamientos. Un día, logra salvar a un gato de morir atropellado, lo que no sabía es que tal felino era principe de un mundo alterno conocido como ""El Mundo de los Gatos"". Los agradecimientos llegan a tal extremo que hasta deciden casar a Haru con el príncipe Luna. Ahora, quien puede ayudarle es el Barón, un gato que ayuda a solucionar problemas, con la ayuda de sus amigos Tito y Muta. Esta película es considerada como una continuación alterna de la película ""Susurros del Corazón"". Una invitación a sentirnos afortunados de ser lo que somos, y de ganar seguridad en la vida.",2002,Película,4.6,182,Finalizado,1101,1,"Aventuras,Drama,Fantasía,",https://www3.animeflv.net/anime/neko-no-ongaeshi,https://www3.animeflv.net/uploads/animes/covers/1675.jpg
UFO Princess Valkyrie,"La princesa de Valhalla, Valkyrie, aterriza de emergencia en la tierra y su nave se estrella contra Kazuto. Para salvarlo de la muerte le da parte de su alma. A consecuencia de esto Valkyrie ha vuelto a ser una niña. Kazuto y amigos ahora deben tratar con desafíos y problemas diarios para resolver cómo regresar a Valkyrie a su estado normal...",2002,Anime,4.4,33,Finalizado,469,12,"Ciencia Ficción,Comedia,Ecchi,Magia,",https://www3.animeflv.net/anime/ufo-princess-valkyrie,https://www3.animeflv.net/uploads/animes/covers/1848.jpg
G-On Riders,"Fuerzas alienígenas intentan invadir la Tierra y el grupo de la escuela Hoshikawa, las G-on, tienen que impedírselo. Ahora se ha unido una nueva componente al grupo de guerreras, Yuki, que tendrá que tomar las riendas y acabar con unos alienígenas un tanto peculiares, que, poco a poco, irán comprendiendo la verdad ",2002,Anime,4.7,12,Finalizado,92,13,"Acción,Ciencia Ficción,Comedia,Escolares,",https://www3.animeflv.net/anime/g-on-riders,https://www3.animeflv.net/uploads/animes/covers/471.jpg
Saikano,"Esta historia se desarrolla a inicios de la Tercera Guerra Mundial, en una pacífica ciudad de Japón en la isla Hokkaido, y cercana a la capital, Sapporo.
La historia muestra la vida de dos estudiantes del tercer año de una preparatoria en Hokkaido, Shuji y Chise. Chise es una chica tranquila, tímida y algo torpe, que declara su amor a Shuji, un típico estudiante con grandes rasgos atléticos para su edad, el cual no es muy bueno manejando este tipo de relaciones. Al principio existen dificultades para sobresalir como pareja, ya que ambos no saben expresar muy claramente sus sentimientos
",2002,Anime,4.5,226,Finalizado,2010,13,"Ciencia Ficción,Drama,Escolares,Romance,",https://www3.animeflv.net/anime/saikano,https://www3.animeflv.net/uploads/animes/covers/459.jpg
Witch Hunter Robin,"Witch Hunter Robin es una serie de 26 capitulos cuyo tema central es Robin Sena, quien pertenece a la organizacion ""Solomon"", esta organizacion se encarga de vigilar a los ""seeds"" (brujos sin despertar) y a aquellos humanos en los cuales el gen de la brujeria ya a despertado, su objetivo original es atraparlos para enviarlos a la ""fábrica"" donde son reeducados. Dentro de esta organizacion Robin es capaz de utilizar un ""craft"" (habilidad de manifestar un poder especifico, ejemplo: piroquinesis) el cual utiliza para luchar contra los brujos. Tras las multiples misiones que se le encargan Robin va descubrirndo mas y mas sobre los verdaderos motivos de la organiacion a la que pertenece asi cmo de su misma habilidd se craft. En esta serie los sentimentos, el misterio y la acción se mezclan profundamente dando lugar a una trama sin comparacion en la cual Robin Sena es el centro de los sucesos.",2002,Anime,4.5,63,Finalizado,753,26,"Acción,Drama,Magia,Misterio,Policía,Sobrenatural,",https://www3.animeflv.net/anime/witch-hunter-robin,https://www3.animeflv.net/uploads/animes/covers/521.jpg
Galaxy Angel Z Special,,2002,OVA,3.5,13,Finalizado,20,1,"Ciencia Ficción,Comedia,",https://www3.animeflv.net/anime/galaxy-angel-z-special,https://www3.animeflv.net/uploads/animes/covers/2165.jpg
Ai Yori Aoshi,"Kaoru Hanabishi es un estudiante universitario de segundo año, de la Universidad de Meiritsu, en Tokyo. Acostumbrado a gozar de una vida tranquila, rutinaria, y además solitaria. Sin embargo, su rutina se ve afectada cuando en una estación del metro conoce a una desorientada y bella señorita, que llega a Tokio para visitar a una persona muy especial para ella, un antiguo amigo de su infancia. Al verla tan desorientada, Kaoru le ofrece su ayuda para encontrar la dirección, sin embargo la dirección corresponde a un sitio deshabitado. La bella chica comienza a llorar, al mismo tiempo que empieza a llover. Luego, Kaoru lleva a la bella chica hasta su casa para esperar hasta que termine la lluvia, luego de ver que el gran esfuerzo de esta chica ha sido inútil.La invita a tomar el te sin saber que la señorita es nada menos que Aoi Sakuraba, una antigua amiga de su infancia, y que la persona a la que buscaba era nada menos que él",2002,Anime,4.4,149,Finalizado,1473,24,"Comedia,Drama,Harem,Recuentos de la vida,Romance,",https://www3.animeflv.net/anime/ai-yori-aoshi,https://www3.animeflv.net/uploads/animes/covers/267.jpg
